address_hex,address_dec,result_type,value_or_code
0x0F2E,3886,VALUE,0
0x0F2F,3887,VALUE,0
0x0F30,3888,VALUE,0
0x0F31,3889,VALUE,502
0x0F32,3890,EXCEPTION,15
0x0F33,3891,EXCEPTION,15
0x0F34,3892,EXCEPTION,15
0x0F35,3893,EXCEPTION,15
0x0F36,3894,EXCEPTION,15
0x0F37,3895,EXCEPTION,15
0x0F38,3896,EXCEPTION,15
0x0F39,3897,EXCEPTION,15
0x0F3A,3898,EXCEPTION,15
0x0F3B,3899,EXCEPTION,15
0x0F3C,3900,EXCEPTION,15
0x0F3D,3901,EXCEPTION,15
0x0F3E,3902,EXCEPTION,15
0x0F3F,3903,EXCEPTION,15
0x0F40,3904,EXCEPTION,15
0x0F41,3905,EXCEPTION,15
0x0F42,3906,EXCEPTION,15
0x0F43,3907,EXCEPTION,15
0x0F44,3908,EXCEPTION,15
0x0F45,3909,EXCEPTION,15
0x0F46,3910,EXCEPTION,15
0x0F47,3911,EXCEPTION,15
0x0F48,3912,EXCEPTION,15
0x0F49,3913,EXCEPTION,15
0x0F4A,3914,EXCEPTION,15
0x0F4B,3915,EXCEPTION,15
0x0F4C,3916,EXCEPTION,15
0x0F4D,3917,EXCEPTION,15
0x0F4E,3918,EXCEPTION,15
0x0F4F,3919,EXCEPTION,15
0x0F50,3920,EXCEPTION,15
0x0F51,3921,EXCEPTION,15
0x0F52,3922,EXCEPTION,15
0x0F53,3923,EXCEPTION,15
0x0F54,3924,EXCEPTION,15
0x0F55,3925,EXCEPTION,15
0x0F56,3926,EXCEPTION,15
0x0F57,3927,EXCEPTION,15
0x0F58,3928,EXCEPTION,15
0x0F59,3929,EXCEPTION,15
0x0F5A,3930,EXCEPTION,15
0x0F5B,3931,EXCEPTION,15
0x0F5C,3932,EXCEPTION,15
0x0F5D,3933,EXCEPTION,15
0x0F5E,3934,EXCEPTION,15
0x0F5F,3935,EXCEPTION,15
0x0F60,3936,EXCEPTION,15
0x0F61,3937,EXCEPTION,15
0x0F62,3938,EXCEPTION,15
0x0F63,3939,EXCEPTION,15
0x0F64,3940,EXCEPTION,15
0x0F65,3941,EXCEPTION,15
0x0F66,3942,EXCEPTION,15
0x0F67,3943,EXCEPTION,15
0x0F68,3944,EXCEPTION,15
0x0F69,3945,EXCEPTION,15
0x0F6A,3946,EXCEPTION,15
0x0F6B,3947,EXCEPTION,15
0x0F6C,3948,EXCEPTION,15
0x0F6D,3949,EXCEPTION,15
0x0F6E,3950,EXCEPTION,15
0x0F6F,3951,EXCEPTION,15
0x0F70,3952,EXCEPTION,15
0x0F71,3953,EXCEPTION,15
0x0F72,3954,EXCEPTION,15
0x0F73,3955,EXCEPTION,15
0x0F74,3956,EXCEPTION,15
0x0F75,3957,EXCEPTION,15
0x0F76,3958,EXCEPTION,15
0x0F77,3959,EXCEPTION,15
0x0F78,3960,EXCEPTION,15
0x0F79,3961,EXCEPTION,15
0x0F7A,3962,EXCEPTION,15
0x0F7B,3963,EXCEPTION,15
0x0F7C,3964,EXCEPTION,15
0x0F7D,3965,EXCEPTION,15
0x0F7E,3966,EXCEPTION,15
0x0F7F,3967,EXCEPTION,15
0x0F80,3968,EXCEPTION,15
0x0F81,3969,EXCEPTION,15
0x0F82,3970,EXCEPTION,15
0x0F83,3971,EXCEPTION,15
0x0F84,3972,EXCEPTION,15
0x0F85,3973,EXCEPTION,15
0x0F86,3974,EXCEPTION,15
0x0F87,3975,EXCEPTION,15
0x0F88,3976,EXCEPTION,15
0x0F89,3977,EXCEPTION,15
0x0F8A,3978,EXCEPTION,15
0x0F8B,3979,EXCEPTION,15
0x0F8C,3980,EXCEPTION,15
0x0F8D,3981,EXCEPTION,15
0x0F8E,3982,EXCEPTION,15
0x0F8F,3983,EXCEPTION,15
0x0F90,3984,EXCEPTION,15
0x0F91,3985,EXCEPTION,15
0x0F92,3986,EXCEPTION,15
0x0F93,3987,EXCEPTION,15
0x0F94,3988,EXCEPTION,15
0x0F95,3989,EXCEPTION,15
0x0F96,3990,EXCEPTION,15
0x0F97,3991,EXCEPTION,15
0x0F98,3992,EXCEPTION,15
0x0F99,3993,EXCEPTION,15
0x0F9A,3994,EXCEPTION,15
0x0F9B,3995,EXCEPTION,15
0x0F9C,3996,EXCEPTION,15
0x0F9D,3997,EXCEPTION,15
0x0F9E,3998,EXCEPTION,15
0x0F9F,3999,EXCEPTION,15
0x0FA0,4000,EXCEPTION,15
0x0FA1,4001,EXCEPTION,15
0x0FA2,4002,EXCEPTION,15
0x0FA3,4003,EXCEPTION,15
0x0FA4,4004,EXCEPTION,15
0x0FA5,4005,EXCEPTION,15
0x0FA6,4006,EXCEPTION,15
0x0FA7,4007,EXCEPTION,15
0x0FA8,4008,EXCEPTION,15
0x0FA9,4009,EXCEPTION,15
0x0FAA,4010,EXCEPTION,15
0x0FAB,4011,EXCEPTION,15
0x0FAC,4012,EXCEPTION,15
0x0FAD,4013,EXCEPTION,15
0x0FAE,4014,EXCEPTION,15
0x0FAF,4015,EXCEPTION,15
0x0FB0,4016,EXCEPTION,15
0x0FB1,4017,EXCEPTION,15
0x0FB2,4018,EXCEPTION,15
0x0FB3,4019,EXCEPTION,15
0x0FB4,4020,EXCEPTION,15
0x0FB5,4021,EXCEPTION,15
0x0FB6,4022,EXCEPTION,15
0x0FB7,4023,EXCEPTION,15
0x0FB8,4024,EXCEPTION,15
0x0FB9,4025,EXCEPTION,15
0x0FBA,4026,EXCEPTION,15
0x0FBB,4027,EXCEPTION,15
0x0FBC,4028,EXCEPTION,15
0x0FBD,4029,EXCEPTION,15
0x0FBE,4030,EXCEPTION,15
0x0FBF,4031,EXCEPTION,15
0x0FC0,4032,EXCEPTION,15
0x0FC1,4033,EXCEPTION,15
0x0FC2,4034,EXCEPTION,15
0x0FC3,4035,EXCEPTION,15
0x0FC4,4036,EXCEPTION,15
0x0FC5,4037,EXCEPTION,15
0x0FC6,4038,EXCEPTION,15
0x0FC7,4039,EXCEPTION,15
0x0FC8,4040,EXCEPTION,15
0x0FC9,4041,EXCEPTION,15
0x0FCA,4042,EXCEPTION,15
0x0FCB,4043,EXCEPTION,15
0x0FCC,4044,EXCEPTION,15
0x0FCD,4045,EXCEPTION,15
0x0FCE,4046,EXCEPTION,15
0x0FCF,4047,EXCEPTION,15
0x0FD0,4048,EXCEPTION,15
0x0FD1,4049,EXCEPTION,15
0x0FD2,4050,EXCEPTION,15
0x0FD3,4051,EXCEPTION,15
0x0FD4,4052,EXCEPTION,15
0x0FD5,4053,EXCEPTION,15
0x0FD6,4054,EXCEPTION,15
0x0FD7,4055,EXCEPTION,15
0x0FD8,4056,EXCEPTION,15
0x0FD9,4057,EXCEPTION,15
0x0FDA,4058,EXCEPTION,15
0x0FDB,4059,EXCEPTION,15
0x0FDC,4060,EXCEPTION,15
0x0FDD,4061,EXCEPTION,15
0x0FDE,4062,EXCEPTION,15
0x0FDF,4063,EXCEPTION,15
0x0FE0,4064,EXCEPTION,15
0x0FE1,4065,EXCEPTION,15
0x0FE2,4066,EXCEPTION,15
0x0FE3,4067,EXCEPTION,15
0x0FE4,4068,EXCEPTION,15
0x0FE5,4069,EXCEPTION,15
0x0FE6,4070,EXCEPTION,15
0x0FE7,4071,EXCEPTION,15
0x0FE8,4072,EXCEPTION,15
0x0FE9,4073,EXCEPTION,15
0x0FEA,4074,EXCEPTION,15
0x0FEB,4075,EXCEPTION,15
0x0FEC,4076,EXCEPTION,15
0x0FED,4077,EXCEPTION,15
0x0FEE,4078,EXCEPTION,15
0x0FEF,4079,EXCEPTION,15
0x0FF0,4080,EXCEPTION,15
0x0FF1,4081,EXCEPTION,15
0x0FF2,4082,EXCEPTION,15
0x0FF3,4083,EXCEPTION,15
0x0FF4,4084,EXCEPTION,15
0x0FF5,4085,EXCEPTION,15
0x0FF6,4086,EXCEPTION,15
0x0FF7,4087,EXCEPTION,15
0x0FF8,4088,EXCEPTION,15
0x0FF9,4089,EXCEPTION,15
0x0FFA,4090,EXCEPTION,15
0x0FFB,4091,EXCEPTION,15
0x0FFC,4092,EXCEPTION,15
0x0FFD,4093,EXCEPTION,15
0x0FFE,4094,EXCEPTION,15
0x0FFF,4095,EXCEPTION,15
0x1000,4096,EXCEPTION,15
0x1001,4097,EXCEPTION,16
0x1002,4098,EXCEPTION,16
0x1003,4099,EXCEPTION,16
0x1004,4100,EXCEPTION,16
0x1005,4101,EXCEPTION,16
0x1006,4102,EXCEPTION,16
0x1007,4103,EXCEPTION,16
0x1008,4104,EXCEPTION,16
0x1009,4105,EXCEPTION,16
0x100A,4106,EXCEPTION,16
0x100B,4107,EXCEPTION,16
0x100C,4108,EXCEPTION,16
0x100D,4109,EXCEPTION,16
0x100E,4110,EXCEPTION,16
0x100F,4111,EXCEPTION,16
0x1010,4112,EXCEPTION,16
0x1011,4113,EXCEPTION,16
0x1012,4114,EXCEPTION,16
0x1013,4115,EXCEPTION,16
0x1014,4116,EXCEPTION,16
0x1015,4117,EXCEPTION,16
0x1016,4118,EXCEPTION,16
0x1017,4119,EXCEPTION,16
0x1018,4120,EXCEPTION,16
0x1019,4121,EXCEPTION,16
0x101A,4122,EXCEPTION,16
0x101B,4123,EXCEPTION,16
0x101C,4124,EXCEPTION,16
0x101D,4125,EXCEPTION,16
0x101E,4126,EXCEPTION,16
0x101F,4127,EXCEPTION,16
0x1020,4128,EXCEPTION,16
0x1021,4129,EXCEPTION,16
0x1022,4130,EXCEPTION,16
0x1023,4131,EXCEPTION,16
0x1024,4132,EXCEPTION,16
0x1025,4133,EXCEPTION,16
0x1026,4134,EXCEPTION,16
0x1027,4135,EXCEPTION,16
0x1028,4136,EXCEPTION,16
0x1029,4137,EXCEPTION,16
0x102A,4138,EXCEPTION,16
0x102B,4139,EXCEPTION,16
0x102C,4140,EXCEPTION,16
0x102D,4141,EXCEPTION,16
0x102E,4142,EXCEPTION,16
0x102F,4143,EXCEPTION,16
0x1030,4144,EXCEPTION,16
0x1031,4145,EXCEPTION,16
0x1032,4146,EXCEPTION,16
0x1033,4147,EXCEPTION,16
0x1034,4148,EXCEPTION,16
0x1035,4149,EXCEPTION,16
0x1036,4150,EXCEPTION,16
0x1037,4151,EXCEPTION,16
0x1038,4152,EXCEPTION,16
0x1039,4153,EXCEPTION,16
0x103A,4154,EXCEPTION,16
0x103B,4155,EXCEPTION,16
0x103C,4156,EXCEPTION,16
0x103D,4157,EXCEPTION,16
0x103E,4158,EXCEPTION,16
0x103F,4159,EXCEPTION,16
0x1040,4160,EXCEPTION,16
0x1041,4161,EXCEPTION,16
0x1042,4162,EXCEPTION,16
0x1043,4163,EXCEPTION,16
0x1044,4164,EXCEPTION,16
0x1045,4165,EXCEPTION,16
0x1046,4166,EXCEPTION,16
0x1047,4167,EXCEPTION,16
0x1048,4168,EXCEPTION,16
0x1049,4169,EXCEPTION,16
0x104A,4170,EXCEPTION,16
0x104B,4171,EXCEPTION,16
0x104C,4172,EXCEPTION,16
0x104D,4173,EXCEPTION,16
0x104E,4174,EXCEPTION,16
0x104F,4175,EXCEPTION,16
0x1050,4176,EXCEPTION,16
0x1051,4177,EXCEPTION,16
0x1052,4178,EXCEPTION,16
0x1053,4179,EXCEPTION,16
0x1054,4180,EXCEPTION,16
0x1055,4181,EXCEPTION,16
0x1056,4182,EXCEPTION,16
0x1057,4183,EXCEPTION,16
0x1058,4184,EXCEPTION,16
0x1059,4185,EXCEPTION,16
0x105A,4186,EXCEPTION,16
0x105B,4187,EXCEPTION,16
0x105C,4188,EXCEPTION,16
0x105D,4189,EXCEPTION,16
0x105E,4190,EXCEPTION,16
0x105F,4191,EXCEPTION,16
0x1060,4192,EXCEPTION,16
0x1061,4193,EXCEPTION,16
0x1062,4194,EXCEPTION,16
0x1063,4195,EXCEPTION,16
0x1064,4196,EXCEPTION,16
0x1065,4197,EXCEPTION,16
0x1066,4198,EXCEPTION,16
0x1067,4199,EXCEPTION,16
0x1068,4200,EXCEPTION,16
0x1069,4201,EXCEPTION,16
0x106A,4202,EXCEPTION,16
0x106B,4203,EXCEPTION,16
0x106C,4204,EXCEPTION,16
0x106D,4205,EXCEPTION,16
0x106E,4206,EXCEPTION,16
0x106F,4207,EXCEPTION,16
0x1070,4208,EXCEPTION,16
0x1071,4209,EXCEPTION,16
0x1072,4210,EXCEPTION,16
0x1073,4211,EXCEPTION,16
0x1074,4212,EXCEPTION,16
0x1075,4213,EXCEPTION,16
0x1076,4214,EXCEPTION,16
0x1077,4215,EXCEPTION,16
0x1078,4216,EXCEPTION,16
0x1079,4217,EXCEPTION,16
0x107A,4218,EXCEPTION,16
0x107B,4219,EXCEPTION,16
0x107C,4220,EXCEPTION,16
0x107D,4221,EXCEPTION,16
0x107E,4222,EXCEPTION,16
0x107F,4223,EXCEPTION,16
0x1080,4224,EXCEPTION,16
0x1081,4225,EXCEPTION,16
0x1082,4226,EXCEPTION,16
0x1083,4227,EXCEPTION,16
0x1084,4228,EXCEPTION,16
0x1085,4229,EXCEPTION,16
0x1086,4230,EXCEPTION,16
0x1087,4231,EXCEPTION,16
0x1088,4232,EXCEPTION,16
0x1089,4233,EXCEPTION,16
0x108A,4234,EXCEPTION,16
0x108B,4235,EXCEPTION,16
0x108C,4236,EXCEPTION,16
0x108D,4237,EXCEPTION,16
0x108E,4238,EXCEPTION,16
0x108F,4239,EXCEPTION,16
0x1090,4240,EXCEPTION,16
0x1091,4241,EXCEPTION,16
0x1092,4242,EXCEPTION,16
0x1093,4243,EXCEPTION,16
0x1094,4244,EXCEPTION,16
0x1095,4245,EXCEPTION,16
0x1096,4246,EXCEPTION,16
0x1097,4247,EXCEPTION,16
0x1098,4248,EXCEPTION,16
0x1099,4249,EXCEPTION,16
0x109A,4250,EXCEPTION,16
0x109B,4251,EXCEPTION,16
0x109C,4252,EXCEPTION,16
0x109D,4253,EXCEPTION,16
0x109E,4254,EXCEPTION,16
0x109F,4255,EXCEPTION,16
0x10A0,4256,EXCEPTION,16
0x10A1,4257,EXCEPTION,16
0x10A2,4258,EXCEPTION,16
0x10A3,4259,EXCEPTION,16
0x10A4,4260,EXCEPTION,16
0x10A5,4261,EXCEPTION,16
0x10A6,4262,EXCEPTION,16
0x10A7,4263,EXCEPTION,16
0x10A8,4264,EXCEPTION,16
0x10A9,4265,EXCEPTION,16
0x10AA,4266,EXCEPTION,16
0x10AB,4267,EXCEPTION,16
0x10AC,4268,EXCEPTION,16
0x10AD,4269,EXCEPTION,16
0x10AE,4270,EXCEPTION,16
0x10AF,4271,EXCEPTION,16
0x10B0,4272,EXCEPTION,16
0x10B1,4273,EXCEPTION,16
0x10B2,4274,EXCEPTION,16
0x10B3,4275,EXCEPTION,16
0x10B4,4276,EXCEPTION,16
0x10B5,4277,EXCEPTION,16
0x10B6,4278,EXCEPTION,16
0x10B7,4279,EXCEPTION,16
0x10B8,4280,EXCEPTION,16
0x10B9,4281,EXCEPTION,16
0x10BA,4282,EXCEPTION,16
0x10BB,4283,EXCEPTION,16
0x10BC,4284,EXCEPTION,16
0x10BD,4285,EXCEPTION,16
0x10BE,4286,EXCEPTION,16
0x10BF,4287,EXCEPTION,16
0x10C0,4288,EXCEPTION,16
0x10C1,4289,EXCEPTION,16
0x10C2,4290,EXCEPTION,16
0x10C3,4291,EXCEPTION,16
0x10C4,4292,EXCEPTION,16
0x10C5,4293,EXCEPTION,16
0x10C6,4294,EXCEPTION,16
0x10C7,4295,EXCEPTION,16
0x10C8,4296,EXCEPTION,16
0x10C9,4297,EXCEPTION,16
0x10CA,4298,EXCEPTION,16
0x10CB,4299,EXCEPTION,16
0x10CC,4300,EXCEPTION,16
0x10CD,4301,EXCEPTION,16
0x10CE,4302,EXCEPTION,16
0x10CF,4303,EXCEPTION,16
0x10D0,4304,EXCEPTION,16
0x10D1,4305,EXCEPTION,16
0x10D2,4306,EXCEPTION,16
0x10D3,4307,EXCEPTION,16
0x10D4,4308,EXCEPTION,16
0x10D5,4309,EXCEPTION,16
0x10D6,4310,EXCEPTION,16
0x10D7,4311,EXCEPTION,16
0x10D8,4312,EXCEPTION,16
0x10D9,4313,EXCEPTION,16
0x10DA,4314,EXCEPTION,16
0x10DB,4315,EXCEPTION,16
0x10DC,4316,EXCEPTION,16
0x10DD,4317,EXCEPTION,16
0x10DE,4318,EXCEPTION,16
0x10DF,4319,EXCEPTION,16
0x10E0,4320,EXCEPTION,16
0x10E1,4321,EXCEPTION,16
0x10E2,4322,EXCEPTION,16
0x10E3,4323,EXCEPTION,16
0x10E4,4324,EXCEPTION,16
0x10E5,4325,EXCEPTION,16
0x10E6,4326,EXCEPTION,16
0x10E7,4327,EXCEPTION,16
0x10E8,4328,EXCEPTION,16
0x10E9,4329,EXCEPTION,16
0x10EA,4330,EXCEPTION,16
0x10EB,4331,EXCEPTION,16
0x10EC,4332,EXCEPTION,16
0x10ED,4333,EXCEPTION,16
0x10EE,4334,EXCEPTION,16
0x10EF,4335,EXCEPTION,16
0x10F0,4336,EXCEPTION,16
0x10F1,4337,EXCEPTION,16
0x10F2,4338,EXCEPTION,16
0x10F3,4339,EXCEPTION,16
0x10F4,4340,EXCEPTION,16
0x10F5,4341,EXCEPTION,16
0x10F6,4342,EXCEPTION,16
0x10F7,4343,EXCEPTION,16
0x10F8,4344,EXCEPTION,16
0x10F9,4345,EXCEPTION,16
0x10FA,4346,EXCEPTION,16
0x10FB,4347,EXCEPTION,16
0x10FC,4348,EXCEPTION,16
0x10FD,4349,EXCEPTION,16
0x10FE,4350,EXCEPTION,16
0x10FF,4351,EXCEPTION,16
0x1100,4352,EXCEPTION,16
0x1101,4353,VALUE,0
0x1102,4354,VALUE,0
0x1103,4355,VALUE,0
0x1104,4356,VALUE,0
0x1105,4357,VALUE,0
0x1106,4358,VALUE,0
0x1107,4359,VALUE,0
0x1108,4360,VALUE,0
0x1109,4361,VALUE,0
0x110A,4362,VALUE,0
0x110B,4363,VALUE,0
0x110C,4364,VALUE,0
0x110D,4365,VALUE,0
0x110E,4366,VALUE,0
0x110F,4367,VALUE,0
0x1110,4368,VALUE,0
0x1111,4369,VALUE,0
0x1112,4370,VALUE,0
0x1113,4371,VALUE,0
0x1114,4372,VALUE,0
0x1115,4373,VALUE,0
0x1116,4374,VALUE,0
0x1117,4375,VALUE,0
0x1118,4376,VALUE,0
0x1119,4377,VALUE,0
0x111A,4378,VALUE,0
0x111B,4379,VALUE,0
0x111C,4380,VALUE,0
0x111D,4381,VALUE,0
0x111E,4382,VALUE,0
0x111F,4383,VALUE,0
0x1120,4384,VALUE,0
0x1121,4385,VALUE,0
0x1122,4386,VALUE,0
0x1123,4387,VALUE,0
0x1124,4388,VALUE,0
0x1125,4389,VALUE,0
0x1126,4390,VALUE,0
0x1127,4391,VALUE,0
0x1128,4392,VALUE,0
0x1129,4393,VALUE,0
0x112A,4394,VALUE,0
0x112B,4395,VALUE,0
0x112C,4396,VALUE,0
0x112D,4397,VALUE,0
0x112E,4398,VALUE,0
0x112F,4399,VALUE,0
0x1130,4400,VALUE,0
0x1131,4401,VALUE,65535
0x1132,4402,VALUE,65535
0x1133,4403,VALUE,65535
0x1134,4404,VALUE,65535
0x1135,4405,VALUE,65535
0x1136,4406,VALUE,65535
0x1137,4407,VALUE,65535
0x1138,4408,VALUE,65535
0x1139,4409,VALUE,65535
0x113A,4410,VALUE,65535
0x113B,4411,VALUE,65535
0x113C,4412,VALUE,65535
0x113D,4413,VALUE,65535
0x113E,4414,VALUE,65535
0x113F,4415,VALUE,65535
0x1140,4416,VALUE,65535
0x1141,4417,VALUE,65535
0x1142,4418,VALUE,65535
0x1143,4419,VALUE,65535
0x1144,4420,VALUE,65535
0x1145,4421,VALUE,65535
0x1146,4422,VALUE,65535
0x1147,4423,VALUE,65535
0x1148,4424,VALUE,65535
0x1149,4425,VALUE,65535
0x114A,4426,VALUE,65535
0x114B,4427,VALUE,65535
0x114C,4428,VALUE,65535
0x114D,4429,VALUE,65535
0x114E,4430,VALUE,65535
0x114F,4431,VALUE,65535
0x1150,4432,VALUE,65535
0x1151,4433,VALUE,65535
0x1152,4434,VALUE,65535
0x1153,4435,VALUE,65535
0x1154,4436,VALUE,65535
0x1155,4437,VALUE,65535
0x1156,4438,VALUE,65535
0x1157,4439,VALUE,65535
0x1158,4440,VALUE,65535
0x1159,4441,VALUE,65535
0x115A,4442,VALUE,65535
0x115B,4443,VALUE,65535
0x115C,4444,VALUE,65535
0x115D,4445,VALUE,65535
0x115E,4446,VALUE,65535
0x115F,4447,VALUE,65535
0x1160,4448,VALUE,65535
0x1161,4449,VALUE,65535
0x1162,4450,VALUE,65535
0x1163,4451,VALUE,65535
0x1164,4452,VALUE,65535
0x1165,4453,VALUE,65535
0x1166,4454,VALUE,65535
0x1167,4455,VALUE,65535
0x1168,4456,VALUE,65535
0x1169,4457,VALUE,65535
0x116A,4458,VALUE,65535
0x116B,4459,VALUE,65535
0x116C,4460,VALUE,65535
0x116D,4461,VALUE,65535
0x116E,4462,VALUE,65535
0x116F,4463,VALUE,65535
0x1170,4464,VALUE,65535
0x1171,4465,VALUE,65535
0x1172,4466,VALUE,65535
0x1173,4467,VALUE,65535
0x1174,4468,VALUE,65535
0x1175,4469,VALUE,65535
0x1176,4470,VALUE,65535
0x1177,4471,VALUE,65535
0x1178,4472,VALUE,65535
0x1179,4473,VALUE,65535
0x117A,4474,VALUE,65535
0x117B,4475,VALUE,65535
0x117C,4476,VALUE,65535
0x117D,4477,VALUE,65535
0x117E,4478,VALUE,65535
0x117F,4479,VALUE,65535
0x1180,4480,VALUE,65535
0x1181,4481,EXCEPTION,17
0x1182,4482,EXCEPTION,17
0x1183,4483,EXCEPTION,17
0x1184,4484,EXCEPTION,17
0x1185,4485,EXCEPTION,17
0x1186,4486,EXCEPTION,17
0x1187,4487,EXCEPTION,17
0x1188,4488,EXCEPTION,17
0x1189,4489,EXCEPTION,17
0x118A,4490,EXCEPTION,17
0x118B,4491,EXCEPTION,17
0x118C,4492,EXCEPTION,17
0x118D,4493,EXCEPTION,17
0x118E,4494,EXCEPTION,17
0x118F,4495,EXCEPTION,17
0x1190,4496,EXCEPTION,17
0x1191,4497,EXCEPTION,17
0x1192,4498,EXCEPTION,17
0x1193,4499,EXCEPTION,17
0x1194,4500,EXCEPTION,17
0x1195,4501,EXCEPTION,17
0x1196,4502,EXCEPTION,17
0x1197,4503,EXCEPTION,17
0x1198,4504,EXCEPTION,17
0x1199,4505,EXCEPTION,17
0x119A,4506,EXCEPTION,17
0x119B,4507,EXCEPTION,17
0x119C,4508,EXCEPTION,17
0x119D,4509,EXCEPTION,17
0x119E,4510,EXCEPTION,17
0x119F,4511,EXCEPTION,17
0x11A0,4512,EXCEPTION,17
0x11A1,4513,EXCEPTION,17
0x11A2,4514,EXCEPTION,17
0x11A3,4515,EXCEPTION,17
0x11A4,4516,EXCEPTION,17
0x11A5,4517,EXCEPTION,17
0x11A6,4518,EXCEPTION,17
0x11A7,4519,EXCEPTION,17
0x11A8,4520,EXCEPTION,17
0x11A9,4521,EXCEPTION,17
0x11AA,4522,EXCEPTION,17
0x11AB,4523,EXCEPTION,17
0x11AC,4524,EXCEPTION,17
0x11AD,4525,EXCEPTION,17
0x11AE,4526,EXCEPTION,17
0x11AF,4527,EXCEPTION,17
0x11B0,4528,EXCEPTION,17
0x11B1,4529,EXCEPTION,17
0x11B2,4530,EXCEPTION,17
0x11B3,4531,EXCEPTION,17
0x11B4,4532,EXCEPTION,17
0x11B5,4533,EXCEPTION,17
0x11B6,4534,EXCEPTION,17
0x11B7,4535,EXCEPTION,17
0x11B8,4536,EXCEPTION,17
0x11B9,4537,EXCEPTION,17
0x11BA,4538,EXCEPTION,17
0x11BB,4539,EXCEPTION,17
0x11BC,4540,EXCEPTION,17
0x11BD,4541,EXCEPTION,17
0x11BE,4542,EXCEPTION,17
0x11BF,4543,EXCEPTION,17
0x11C0,4544,EXCEPTION,17
0x11C1,4545,EXCEPTION,17
0x11C2,4546,EXCEPTION,17
0x11C3,4547,EXCEPTION,17
0x11C4,4548,EXCEPTION,17
0x11C5,4549,EXCEPTION,17
0x11C6,4550,EXCEPTION,17
0x11C7,4551,EXCEPTION,17
0x11C8,4552,EXCEPTION,17
0x11C9,4553,EXCEPTION,17
0x11CA,4554,EXCEPTION,17
0x11CB,4555,EXCEPTION,17
0x11CC,4556,EXCEPTION,17
0x11CD,4557,EXCEPTION,17
0x11CE,4558,EXCEPTION,17
0x11CF,4559,EXCEPTION,17
0x11D0,4560,EXCEPTION,17
0x11D1,4561,EXCEPTION,17
0x11D2,4562,EXCEPTION,17
0x11D3,4563,EXCEPTION,17
0x11D4,4564,EXCEPTION,17
0x11D5,4565,EXCEPTION,17
0x11D6,4566,EXCEPTION,17
0x11D7,4567,EXCEPTION,17
0x11D8,4568,EXCEPTION,17
0x11D9,4569,EXCEPTION,17
0x11DA,4570,EXCEPTION,17
0x11DB,4571,EXCEPTION,17
0x11DC,4572,EXCEPTION,17
0x11DD,4573,EXCEPTION,17
0x11DE,4574,EXCEPTION,17
0x11DF,4575,EXCEPTION,17
0x11E0,4576,EXCEPTION,17
0x11E1,4577,EXCEPTION,17
0x11E2,4578,EXCEPTION,17
0x11E3,4579,EXCEPTION,17
0x11E4,4580,EXCEPTION,17
0x11E5,4581,EXCEPTION,17
0x11E6,4582,EXCEPTION,17
0x11E7,4583,EXCEPTION,17
0x11E8,4584,EXCEPTION,17
0x11E9,4585,EXCEPTION,17
0x11EA,4586,EXCEPTION,17
0x11EB,4587,EXCEPTION,17
0x11EC,4588,EXCEPTION,17
0x11ED,4589,EXCEPTION,17
0x11EE,4590,EXCEPTION,17
0x11EF,4591,EXCEPTION,17
0x11F0,4592,EXCEPTION,17
0x11F1,4593,EXCEPTION,17
0x11F2,4594,EXCEPTION,17
0x11F3,4595,EXCEPTION,17
0x11F4,4596,EXCEPTION,17
0x11F5,4597,EXCEPTION,17
0x11F6,4598,EXCEPTION,17
0x11F7,4599,EXCEPTION,17
0x11F8,4600,EXCEPTION,17
0x11F9,4601,EXCEPTION,17
0x11FA,4602,EXCEPTION,17
0x11FB,4603,EXCEPTION,17
0x11FC,4604,EXCEPTION,17
0x11FD,4605,EXCEPTION,17
0x11FE,4606,EXCEPTION,17
0x11FF,4607,EXCEPTION,17
0x1200,4608,EXCEPTION,17
0x1201,4609,EXCEPTION,18
0x1202,4610,EXCEPTION,18
0x1203,4611,EXCEPTION,18
0x1204,4612,EXCEPTION,18
0x1205,4613,EXCEPTION,18
0x1206,4614,EXCEPTION,18
0x1207,4615,EXCEPTION,18
0x1208,4616,EXCEPTION,18
0x1209,4617,EXCEPTION,18
0x120A,4618,EXCEPTION,18
0x120B,4619,EXCEPTION,18
0x120C,4620,EXCEPTION,18
0x120D,4621,EXCEPTION,18
0x120E,4622,EXCEPTION,18
0x120F,4623,EXCEPTION,18
0x1210,4624,EXCEPTION,18
0x1211,4625,EXCEPTION,18
0x1212,4626,EXCEPTION,18
0x1213,4627,EXCEPTION,18
0x1214,4628,EXCEPTION,18
0x1215,4629,EXCEPTION,18
0x1216,4630,EXCEPTION,18
0x1217,4631,EXCEPTION,18
0x1218,4632,EXCEPTION,18
0x1219,4633,EXCEPTION,18
0x121A,4634,EXCEPTION,18
0x121B,4635,EXCEPTION,18
0x121C,4636,EXCEPTION,18
0x121D,4637,EXCEPTION,18
0x121E,4638,EXCEPTION,18
0x121F,4639,EXCEPTION,18
0x1220,4640,EXCEPTION,18
0x1221,4641,EXCEPTION,18
0x1222,4642,EXCEPTION,18
0x1223,4643,EXCEPTION,18
0x1224,4644,EXCEPTION,18
0x1225,4645,EXCEPTION,18
0x1226,4646,EXCEPTION,18
0x1227,4647,EXCEPTION,18
0x1228,4648,EXCEPTION,18
0x1229,4649,EXCEPTION,18
